"species","n_LAI","mean_LAI","sd_LAI","se_LAI","within_sp_var_LAI"
"Ceratina_chrysomalla","2","134.5","170.412734","120.5","4583.946583"
"Triepeolus_bilineatus","12","43.083333","70.494949","20.350139","763.991097"
"Diadasia_baeri","7","82.571429","117.974372","44.590121","1309.699024"
"Leurotrigona_muelleri","43","116.813953","72.429031","11.045324","213.206818"
"Bombus_flavescens","16","89.5","74.186252","18.546563","572.993323"
"Xylocopa_amamensis","2","196","83.4386","59","4583.946583"
"Eucera_cineraria","7","52.714286","90.141952","34.070455","1309.699024"
"Nomada_castellana","24","52.208333","80.246349","16.380217","381.995549"
"Nomada_kohli","16","83.625","102.508455","25.627114","572.993323"
"Nomada_pleurosticta","10","54","71.905803","22.738611","916.789317"
"Eucera_proxima","8","88.625","103.668341","36.652293","1145.986646"
"Bombus_czerskii","1","7",NA,NA,"9167.893166"
"Lepidotrigona_ventralis","3","134.333333","68.303245","39.434897","3055.964389"
"Euglossa_crininota","7","174.428571","52.133985","19.704794","1309.699024"
"Eufriesea_pallida","3","150","83.138439","48","3055.964389"
"Centris_agilis","8","110.125","68.653244","24.272587","1145.986646"
"Melissodes_floris","5","103","62.924558","28.140718","1833.578633"
"Centris_gelida","3","97","16.370706","9.451632","3055.964389"
"Bombus_digressus","3","188.333333","58.157831","33.577439","3055.964389"
"Bombus_atripes","3","23.666667","32.393415","18.702347","3055.964389"
"Bombus_sibiricus","6","88.833333","128.739142","52.557535","1527.982194"
"Xylocopa_cubaecola","11","187.727273","95.234543","28.714295","833.444833"
"Centris_haemorrhoidalis","3","182","63.458648","36.637868","3055.964389"
"Bombus_ussurensis","17","41.882353","80.446319","19.511098","539.287833"
"Meliplebeia_beccarii","25","65.96","66.077278","13.215456","366.715727"
"Alloscirtetica_rufitarsis","16","79.5","98.412736","24.603184","572.993323"
"Epeolus_interruptus","25","70.36","106.249267","21.249853","366.715727"
"Eulaema_leucopyga","5","155.6","66.100681","29.561123","1833.578633"
"Hopliphora_superba","3","76.333333","26.839026","15.495519","3055.964389"
"Lepidotrigona_arcifera","4","96.25","17.095321","8.54766","2291.973292"
"Ceratina_satoi","5","118.4","126.81798","56.714725","1833.578633"
"Melipona_scutellaris","17","115.529412","93.198121","22.603865","539.287833"
"Xylocopa_smithii","1","75",NA,NA,"9167.893166"
"Parepeolus_stuardi","8","113.125","79.891779","28.246009","1145.986646"
"Bombus_baeri","14","45.642857","88.886797","23.755996","654.849512"
"Bombus_mlokosievitzii","1","7",NA,NA,"9167.893166"
"Eucera_oraniensis","5","112","131.076314","58.61911","1833.578633"
"Tetragonula_melanocephala","4","106","42.848571","21.424286","2291.973292"
"Amegilla_dulcifera","5","255","0","0","1833.578633"
"Bombus_tunicatus","4","74.25","120.63547","60.317735","2291.973292"
"Plebeia_tobagoensis","1","148",NA,NA,"9167.893166"
"Thyreus_delumbatus","71","53.267606","64.856095","7.697002","129.125256"
"Bombus_semenovianus","1","3",NA,NA,"9167.893166"
"Ammobates_oraniensis","4","141.75","130.801058","65.400529","2291.973292"
"Allodapula_variegata","36","112.416667","91.764722","15.29412","254.663699"
"Eufriesea_flaviventris","3","129.666667","68.821024","39.733837","3055.964389"
"Xylocopa_ornata","10","120.5","65.098643","20.585998","916.789317"
"Euglossa_viridis","11","119.727273","61.875829","18.656264","833.444833"
"Bombus_turkestanicus","0","NaN",NA,NA,"Inf"
"Centris_difformis","9","126.333333","61.74747","20.58249","1018.654796"
"Xylocopa_bimaculata","8","170.375","74.848299","26.46287","1145.986646"
"Nomada_cubensis","3","129","115.546527","66.710818","3055.964389"
"Tetragonula_melina","9","132.777778","63.985893","21.328631","1018.654796"
"Melipona_compressipes","31","118.967742","72.520105","13.024995","295.738489"
"Ceratina_bilobata","15","68.2","98.867299","25.527427","611.192878"
"Ceratina_nasalis","36","83.111111","81.715806","13.619301","254.663699"
"Eufriesea_corusca","2","155","9.899495","7","4583.946583"
"Ceratina_lineola","21","113.571429","95.444524","20.827703","436.566341"
"Braunsapis_vitrea","13","51.846154","23.01031","6.381912","705.222551"
"Eulaema_peruviana","5","124.6","54.417828","24.336393","1833.578633"
"Euglossa_laevicincta","11","90.363636","40.08559","12.08626","833.444833"
"Eufriesea_vidua","10","119.1","50.105333","15.844698","916.789317"
"Euglossa_magnipes","9","108.111111","30.831982","10.277327","1018.654796"
"Euglossa_parvula","21","105.761905","36.174445","7.893911","436.566341"
"Euglossa_pleosticta","22","134.181818","71.828258","15.313836","416.722417"
"Euglossa_ioprosopa","11","140.181818","67.490471","20.349143","833.444833"
"Euglossa_analis","19","102","38.128438","8.747264","482.520693"
"Euglossa_fimbriata","13","96.076923","30.917798","8.575054","705.222551"
"Eufriesea_superba","14","137.714286","62.465287","16.69455","654.849512"
"Melipona_captiosa","7","109.142857","68.494352","25.888432","1309.699024"
"Eufriesea_ornata","13","116.538462","65.187697","18.079814","705.222551"
"Melipona_amazonica","11","79.909091","39.659689","11.957846","833.444833"
"Exaerete_trochanterica","5","151.4","23.093289","10.327633","1833.578633"
"Euglossa_securigera","14","138.642857","80.240607","21.445204","654.849512"
"Tetragonisca_weyrauchi","6","118.666667","75.436508","30.796825","1527.982194"
"Duckeola_ghilianii","18","154.333333","84.44908","19.904839","509.327398"
"Euglossa_retroviridis","8","124.5","44.223459","15.635354","1145.986646"
"Eulaema_polyzona","4","95.25","30.291638","15.145819","2291.973292"
"Melipona_bradleyi","11","148.727273","82.289843","24.811321","833.444833"
"Trigona_lacteipennis","16","115.5","64.490826","16.122706","572.993323"
"Euglossa_dressleri","10","130.9","47.011701","14.866405","916.789317"
"Ammobates_muticus","9","70.222222","105.365765","35.121922","1018.654796"
"Anthophora_punctilabris","3","114.666667","121.656621","70.238483","3055.964389"
"Eucera_eucnemidea","8","29.875","14.207015","5.022938","1145.986646"
"Isepeolus_vachali","21","61.571429","89.884688","19.614447","436.566341"
"Sphecodopsis_capensis","5","63.6","107.435097","48.046436","1833.578633"
"Lanthanomelissa_clementis","5","149","79.953111","35.756118","1833.578633"
"Plebeia_nigriceps","4","99","37.380922","18.690461","2291.973292"
"Diadasina_riparia","5","107","83.585286","37.380476","1833.578633"
"Chalepogenus_muelleri","2","75.5","4.949747","3.5","4583.946583"
"Epicharis_dejeanii","9","199","77.345006","25.781669","1018.654796"
"Thygater_sordidipennis","1","255",NA,NA,"9167.893166"
"Chalepogenus_goeldianus","3","64.666667","19.087518","11.020184","3055.964389"
"Plebeia_remota","11","153.272727","59.998485","18.090224","833.444833"
"Gaesischia_fulgurans","9","147","69.406412","23.135471","1018.654796"
"Euglossa_mandibularis","6","120","47.833043","19.527758","1527.982194"
"Gaesischia_sparsa","2","97","35.355339","25","4583.946583"
"Centris_spilopoda","7","96.428571","75.20385","28.424384","1309.699024"
"Tetrapedia_diversipes","13","151.461538","89.038957","24.694963","705.222551"
"Xylocopa_bambusae","5","136.8","87.459705","39.113169","1833.578633"
"Lanthanomelissa_magaliae","2","68","9.899495","7","4583.946583"
"Lanthanomelissa_discrepans","4","67.25","16.418993","8.209496","2291.973292"
"Lanthanomelissa_pampicola","1","79",NA,NA,"9167.893166"
"Melissoptila_paraguayensis","5","148.6","97.269214","43.500115","1833.578633"
"Tapinotaspoides_serraticornis","3","64.333333","15.947832","9.207485","3055.964389"
"Isepeolus_octopunctatus","2","92","120.208153","85","4583.946583"
"Gaesischia_nigra","7","127.142857","60.746546","22.960036","1309.699024"
"Centris_burgdorfi","5","145","100.856333","45.104323","1833.578633"
"Thygater_chaetaspis","1","155",NA,NA,"9167.893166"
"Ceratina_penicillata","19","99.842105","84.354584","19.352269","482.520693"
"Ceratina_lunata","26","78.230769","80.02515","15.694223","352.611276"
"Ceratina_rufigastra","42","74.285714","70.651079","10.901698","218.283171"
"Nomada_bethunei","28","80.25","112.692182","21.296821","327.424756"
"Melissodes_perlusus","12","6.25","4.15878","1.200536","763.991097"
"Protohalonia_amoena","10","54.9","105.519298","33.368132","916.789317"
"Protohalonia_venusta","23","71.521739","106.590921","22.225743","398.604051"
"Melissodes_sexcinctus","4","224.5","61","30.5","2291.973292"
"Melissodes_plumosus","13","88.461538","115.824303","32.123882","705.222551"
"Eucera_morio","2","8.5","7.778175","5.5","4583.946583"
"Epeolus_carolinus","5","121","122.407108","54.742123","1833.578633"
"Mesoplia_azurea","2","185","98.994949","70","4583.946583"
"Epeolus_axillaris","3","87","145.492268","84","3055.964389"
"Melecta_alexanderi","12","68.833333","112.426003","32.454592","763.991097"
"Epeolus_ferrarii","8","10.875","9.341727","3.302799","1145.986646"
"Epeolus_nebulosus","1","3",NA,NA,"9167.893166"
"Epeolus_basili","4","73.25","121.392957","60.696478","2291.973292"
"Halterapis_nigrinervis","20","84.75","91.252037","20.404576","458.394658"
"Allodape_punctata","10","168.8","97.009507","30.6771","916.789317"
"Ceratina_braunsi","17","67.705882","92.968923","22.548276","539.287833"
"Thyreus_albomaculatus","23","78.956522","87.225141","18.187699","398.604051"
"Megachile_campanulae","148","90.22973","111.538413","9.168401","61.945224"
"Nomada_gutierreziae","33","29.545455","72.472879","12.615909","277.814944"
"Ancyloscelis_sejunctus","12","69.666667","111.801231","32.274235","763.991097"
"Melissodes_tuckeri","8","101.75","117.264962","41.459425","1145.986646"
"Epeolus_tessieris","4","130","144.346805","72.173402","2291.973292"
"Melissodes_personatellus","7","147.571429","133.993603","50.644822","1309.699024"
"Holcopasites_arizonicus","13","64.538462","108.762444","30.165275","705.222551"
"Isepeolus_wagenknechti","6","104.5","121.733726","49.697586","1527.982194"
"Bombus_funerarius","1","28",NA,NA,"9167.893166"
"Trigonisca_browni","9","89","26.80485","8.93495","1018.654796"
"Melissodes_labiatarum","3","25","15.716234","9.073772","3055.964389"
"Andrena_dunningi","118","120.728814","121.950436","11.226448","77.69401"
"Lasioglossum_smilacinae","67","60.716418","96.288205","11.763477","136.834226"
"Andrena_bradleyi","60","83.233333","109.180672","14.095164","152.798219"
"Andrena_carlini","169","71.710059","105.862692","8.143284","54.247889"
"Andrena_regularis","46","76.282609","107.566551","15.859823","199.302025"
"Lasioglossum_oblongum","82","87.95122","111.513926","12.314653","111.803575"
"Lasioglossum_weemsi","59","77.949153","104.79264","13.64284","155.38802"
"Megachile_inimica","193","52.57513","89.449682","6.438729","47.502037"
"Andrena_clarkella","476","86.47479","104.936479","4.809756","19.26028"
"Andrena_crataegi","226","74.654867","105.398652","7.011014","40.565899"
"Hasinamelissa_seyrigi","1","36",NA,NA,"9167.893166"
"Eufriesea_nordestina","3","119.666667","120.271914","69.439022","3055.964389"
"Toromelissa_nemaglossa","11","125.454545","124.94668","37.672841","833.444833"
"Nomada_armatella","26","107.884615","118.778559","23.294392","352.611276"
"Ptilothrix_sumichrasti","6","58.333333","98.382248","40.164385","1527.982194"
"Diadasia_martialis","35","35.714286","80.227827","13.560978","261.939805"
"Simanthedon_linsleyi","8","5","2.13809","0.755929","1145.986646"
"Scaura_coccidophila","19","127.684211","77.246397","17.721539","482.520693"
"Euglossa_truncata","10","137.2","85.218412","26.948428","916.789317"
"Melissodes_clarkiae","7","19.857143","2.672612","1.010152","1309.699024"
"Partamona_gregaria","8","144.5","96.386128","34.077642","1145.986646"
"Melissodes_morrilli","5","61.6","108.364201","48.461944","1833.578633"
"Ceratina_tarsata","10","209.3","96.781598","30.605029","916.789317"
"Exomalopsis_bicellularis","2","255","0","0","4583.946583"
"Epicharis_baccharis","6","128.666667","98.404607","40.173513","1527.982194"
"Holcopasites_insoletus","7","6.142857","4.413184","1.668027","1309.699024"
"Holcopasites_pulchellus","7","76.142857","122.195784","46.185665","1309.699024"
"Nomada_fragariae","13","71.769231","104.788003","29.062963","705.222551"
"Epeolus_asperatus","3","16.333333","7.767453","4.484541","3055.964389"
"Hylaeus_mesillae","259","67.787645","103.340135","6.421244","35.397271"
"Partamona_rustica","8","87.375","69.650018","24.625","1145.986646"
"Macrogalea_scaevolae","1","75",NA,NA,"9167.893166"
"Epicharis_xanthogastra","2","102.5","23.334524","16.5","4583.946583"
"Melipona_crinita","13","138.307692","70.648643","19.594408","705.222551"
"Melipona_indecisa","6","96.5","51.313741","20.948747","1527.982194"
"Chiasmognathus_batelkai","1","255",NA,NA,"9167.893166"
"Diadasia_piercei","14","99.571429","120.49878","32.204654","654.849512"
"Ceratina_apacheorum","34","21.117647","59.511529","10.206143","269.643917"
"Epicharis_iheringii","2","172.5","116.672619","82.5","4583.946583"
"Anthophorula_crenulata","11","26.272727","75.869745","22.875589","833.444833"
"Holcopasites_ruthae","2","134.5","170.412734","120.5","4583.946583"
"Rhopalolemma_robertsi","4","130.75","143.5","71.75","2291.973292"
"Diadasia_palmarum","11","96.272727","125.953238","37.97633","833.444833"
"Frieseomelitta_languida","5","101.2","86.96666","38.892673","1833.578633"
"Centris_rhodoprocta","24","118.708333","72.631577","14.825859","381.995549"
"Nomada_zonata","72","71.611111","84.168937","9.919404","127.33185"
"Epeolus_variegatus","183","91.907104","105.442537","7.794537","50.097777"
"Xylocopa_dimidiata","5","104.8","91.110921","40.746043","1833.578633"
"Centris_sponsa","4","141.25","79.533536","39.766768","2291.973292"
"Centris_rufohirta","2","88","12.727922","9","4583.946583"
"Trigona_amalthea","49","115.204082","51.568716","7.366959","187.099861"
"Bombus_mendax","21","15.380952","12.212601","2.665008","436.566341"
"Rhathymus_unicolor","1","83",NA,NA,"9167.893166"
"Nomada_obscura","122","56.606557","91.883016","8.318697","75.146665"
"Nomada_integra","61","65.47541","85.791143","10.98443","150.293331"
"Nomada_pygmaea","73","80.808219","108.02053","12.642847","125.587578"
"Eucera_clypeata","21","46.047619","70.286895","15.337858","436.566341"
"Xylocopa_caerulea","21","133","78.162651","17.056489","436.566341"
"Xylocopa_grisescens","39","137.820513","95.434152","15.281695","235.074184"
"Bombus_opulentus","13","33.846154","67.708747","18.779028","705.222551"
"Bombus_sushkini","1","10",NA,NA,"9167.893166"
"Bombus_longipennis","3","11.666667","8.082904","4.666667","3055.964389"
"Epiclopus_wagenknechti","8","130.75","132.855184","46.971401","1145.986646"
"Eufriesea_nigrohirta","2","57","50.911688","36","4583.946583"
"Xylocopa_albinotum","2","255","0","0","4583.946583"
"Xylocopa_erythrina","25","89.32","78.617068","15.723414","366.715727"
"Xylocopa_sicheli","52","72.634615","86.838148","12.042284","176.305638"
"Xylocopa_scioensis","55","70.490909","79.965704","10.782573","166.688967"
"Xylocopa_albifrons","9","53.555556","77.272426","25.757475","1018.654796"
"Ceratina_aloes","13","9.615385","3.617975","1.003446","705.222551"
"Ceratina_subquadrata","49","62.061224","64.397013","9.199573","187.099861"
"Ceratina_perpolita","14","116","125.079052","33.428783","654.849512"
"Eucondylops_konowi","1","7",NA,NA,"9167.893166"
"Allodape_skaifeorum","17","98.470588","96.703876","23.454135","539.287833"
"Allodape_mucronata","4","138","135.220807","67.610404","2291.973292"
"Allodape_friesei","9","84.777778","102.275092","34.091697","1018.654796"
"Allodape_exoloma","17","78.058824","56.401984","13.67949","539.287833"
"Braunsapis_leptozonia","26","107.576923","80.757996","15.837946","352.611276"
"Braunsapis_albipennis","54","85.759259","107.759854","14.664259","169.775799"
"Allodapula_dichroa","16","99.8125","96.285145","24.071286","572.993323"
"Pachymelus_peringueyi","8","38.25","87.607485","30.973923","1145.986646"
"Allodapula_empeyi","3","119.333333","117.619443","67.907617","3055.964389"
"Allodapula_melanopus","23","67.695652","91.578796","19.095499","398.604051"
"Braunsapis_elizabethana","7","58.285714","88.486749","33.444847","1309.699024"
